date,bdi_value,bdi_open,bdi_high,bdi_low,bdi_volume,bdi_change_pct,daily_change_pct,rolling_7d_avg,rolling_30d_avg,rolling_90d_avg,above_long_avg,is_spike,is_drop,is_outlier,year,month,quarter,weekday,source,data_type,granularity
2016-12-23,961.0,961.0,961.0,961.0,0.0,3.56,3.556,938.29,1109.73,927.81,False,False,False,False,2016,12,4,Friday,investing_bdi_csv,freight_index,daily
2017-01-03,953.0,953.0,953.0,953.0,0.0,-0.83,-0.8325,936.43,1106.0,930.81,False,False,False,False,2017,1,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-01-04,969.0,969.0,969.0,969.0,0.0,1.68,1.6789,939.71,1102.17,933.94,False,False,False,False,2017,1,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-01-05,983.0,983.0,983.0,983.0,0.0,1.44,1.4448,947.71,1096.77,937.18,False,False,False,False,2017,1,1,Thursday,investing_bdi_csv,freight_index,daily
2017-01-06,963.0,963.0,963.0,963.0,0.0,-2.03,-2.0346,954.71,1087.83,940.03,False,False,False,False,2017,1,1,Friday,investing_bdi_csv,freight_index,daily
2017-01-09,949.0,949.0,949.0,949.0,0.0,-1.45,-1.4538,958.0,1077.57,942.6,False,False,False,False,2017,1,1,Monday,investing_bdi_csv,freight_index,daily
2017-01-10,926.0,926.0,926.0,926.0,0.0,-2.42,-2.4236,957.71,1067.1,944.89,False,False,False,False,2017,1,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-01-11,894.0,894.0,894.0,894.0,0.0,-3.46,-3.4557,948.14,1055.83,946.88,False,False,False,False,2017,1,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-01-12,892.0,892.0,892.0,892.0,0.0,-0.22,-0.2237,939.43,1044.77,948.89,False,False,False,False,2017,1,1,Thursday,investing_bdi_csv,freight_index,daily
2017-01-13,910.0,910.0,910.0,910.0,0.0,2.02,2.0179,931.0,1035.07,951.09,False,False,False,False,2017,1,1,Friday,investing_bdi_csv,freight_index,daily
2017-01-16,925.0,925.0,925.0,925.0,0.0,1.65,1.6484,922.71,1026.53,953.37,False,False,False,False,2017,1,1,Monday,investing_bdi_csv,freight_index,daily
2017-01-17,922.0,922.0,922.0,922.0,0.0,-0.32,-0.3243,916.86,1017.8,955.57,False,False,False,False,2017,1,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-01-18,952.0,952.0,952.0,952.0,0.0,3.25,3.2538,917.29,1009.47,957.87,False,False,False,False,2017,1,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-01-19,942.0,942.0,942.0,942.0,0.0,-1.05,-1.0504,919.57,1000.73,959.74,False,False,False,False,2017,1,1,Thursday,investing_bdi_csv,freight_index,daily
2017-01-20,925.0,925.0,925.0,925.0,0.0,-1.8,-1.8047,924.0,991.7,961.22,False,False,False,False,2017,1,1,Friday,investing_bdi_csv,freight_index,daily
2017-01-23,914.0,914.0,914.0,914.0,0.0,-1.19,-1.1892,927.14,982.23,962.44,False,False,False,False,2017,1,1,Monday,investing_bdi_csv,freight_index,daily
2017-01-24,886.0,886.0,886.0,886.0,0.0,-3.06,-3.0635,923.71,971.9,963.36,False,False,False,False,2017,1,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-01-25,862.0,862.0,862.0,862.0,0.0,-2.71,-2.7088,914.71,961.1,964.09,False,False,False,False,2017,1,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-01-26,840.0,840.0,840.0,840.0,0.0,-2.55,-2.5522,903.0,950.37,965.02,False,False,False,False,2017,1,1,Thursday,investing_bdi_csv,freight_index,daily
2017-01-27,827.0,827.0,827.0,827.0,0.0,-1.55,-1.5476,885.14,940.53,965.72,False,False,False,False,2017,1,1,Friday,investing_bdi_csv,freight_index,daily
2017-01-30,816.0,816.0,816.0,816.0,0.0,-1.33,-1.3301,867.14,931.4,965.9,False,False,False,False,2017,1,1,Monday,investing_bdi_csv,freight_index,daily
2017-01-31,800.0,800.0,800.0,800.0,0.0,-1.96,-1.9608,849.29,922.43,965.5,False,False,False,False,2017,1,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-02-01,786.0,786.0,786.0,786.0,0.0,-1.75,-1.75,831.0,913.57,964.62,False,False,False,False,2017,2,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-02-02,770.0,770.0,770.0,770.0,0.0,-2.04,-2.0356,814.43,905.8,963.14,False,False,False,False,2017,2,1,Thursday,investing_bdi_csv,freight_index,daily
2017-02-03,752.0,752.0,752.0,752.0,0.0,-2.34,-2.3377,798.71,898.67,961.09,False,False,False,False,2017,2,1,Friday,investing_bdi_csv,freight_index,daily
2017-02-06,735.0,735.0,735.0,735.0,0.0,-2.26,-2.2606,783.71,891.63,958.8,False,False,False,False,2017,2,1,Monday,investing_bdi_csv,freight_index,daily
2017-02-07,714.0,714.0,714.0,714.0,0.0,-2.86,-2.8571,767.57,884.53,956.36,False,False,False,False,2017,2,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-02-08,702.0,702.0,702.0,702.0,0.0,-1.68,-1.6807,751.29,877.47,953.82,False,False,False,False,2017,2,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-02-09,707.0,707.0,707.0,707.0,0.0,0.71,0.7123,738.0,870.17,951.54,False,False,False,False,2017,2,1,Thursday,investing_bdi_csv,freight_index,daily
2017-02-10,702.0,702.0,702.0,702.0,0.0,-0.71,-0.7072,726.0,862.63,949.48,False,False,False,False,2017,2,1,Friday,investing_bdi_csv,freight_index,daily
2017-02-13,688.0,688.0,688.0,688.0,0.0,-1.99,-1.9943,714.29,853.53,947.4,False,False,False,False,2017,2,1,Monday,investing_bdi_csv,freight_index,daily
2017-02-14,685.0,685.0,685.0,685.0,0.0,-0.44,-0.436,704.71,844.6,945.41,False,False,False,False,2017,2,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-02-15,688.0,688.0,688.0,688.0,0.0,0.44,0.438,698.0,835.23,943.5,False,False,False,False,2017,2,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-02-16,710.0,710.0,710.0,710.0,0.0,3.2,3.1977,697.43,826.13,941.73,False,False,False,False,2017,2,1,Thursday,investing_bdi_csv,freight_index,daily
2017-02-17,741.0,741.0,741.0,741.0,0.0,4.37,4.3662,703.0,818.73,939.8,False,False,False,False,2017,2,1,Friday,investing_bdi_csv,freight_index,daily
2017-02-20,757.0,757.0,757.0,757.0,0.0,2.16,2.1592,710.14,812.33,937.98,False,False,False,False,2017,2,1,Monday,investing_bdi_csv,freight_index,daily
2017-02-21,778.0,778.0,778.0,778.0,0.0,2.77,2.7741,721.0,807.4,936.38,False,False,False,False,2017,2,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-02-22,806.0,806.0,806.0,806.0,0.0,3.6,3.599,737.86,804.47,935.09,False,False,False,False,2017,2,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-02-23,856.0,856.0,856.0,856.0,0.0,6.2,6.2035,762.29,803.27,934.53,False,True,False,False,2017,2,1,Thursday,investing_bdi_csv,freight_index,daily
2017-02-24,875.0,875.0,875.0,875.0,0.0,2.22,2.2196,789.0,802.1,934.42,False,False,False,False,2017,2,1,Friday,investing_bdi_csv,freight_index,daily
2017-02-27,878.0,878.0,878.0,878.0,0.0,0.34,0.3429,813.0,800.53,934.27,False,False,False,False,2017,2,1,Monday,investing_bdi_csv,freight_index,daily
2017-02-28,859.0,859.0,859.0,859.0,0.0,-2.16,-2.164,829.86,798.43,933.88,False,False,False,False,2017,2,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-03-01,871.0,871.0,871.0,871.0,0.0,1.4,1.397,846.14,795.73,933.67,False,False,False,False,2017,3,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-03-02,904.0,904.0,904.0,904.0,0.0,3.79,3.7887,864.14,794.47,934.02,False,False,False,False,2017,3,1,Thursday,investing_bdi_csv,freight_index,daily
2017-03-03,939.0,939.0,939.0,939.0,0.0,3.87,3.8717,883.14,794.93,935.02,False,False,False,False,2017,3,1,Friday,investing_bdi_csv,freight_index,daily
2017-03-06,979.0,979.0,979.0,979.0,0.0,4.26,4.2599,900.71,797.1,936.54,False,False,False,False,2017,3,1,Monday,investing_bdi_csv,freight_index,daily
2017-03-07,1033.0,1033.0,1033.0,1033.0,0.0,5.52,5.5158,923.29,802.0,938.79,False,True,False,False,2017,3,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-03-08,1045.0,1045.0,1045.0,1045.0,0.0,1.16,1.1617,947.14,808.1,941.37,False,False,False,False,2017,3,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-03-09,1064.0,1064.0,1064.0,1064.0,0.0,1.82,1.8182,976.43,815.57,944.28,False,False,False,False,2017,3,1,Thursday,investing_bdi_csv,freight_index,daily
2017-03-10,1086.0,1086.0,1086.0,1086.0,0.0,2.07,2.0677,1007.14,824.2,947.48,False,False,False,False,2017,3,1,Friday,investing_bdi_csv,freight_index,daily
2017-03-13,1099.0,1099.0,1099.0,1099.0,0.0,1.2,1.1971,1035.0,833.63,950.42,False,False,False,False,2017,3,1,Monday,investing_bdi_csv,freight_index,daily
2017-03-14,1112.0,1112.0,1112.0,1112.0,0.0,1.18,1.1829,1059.71,844.03,953.26,False,False,False,False,2017,3,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-03-15,1147.0,1147.0,1147.0,1147.0,0.0,3.15,3.1475,1083.71,856.07,956.69,False,False,False,False,2017,3,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-03-16,1172.0,1172.0,1172.0,1172.0,0.0,2.18,2.1796,1103.57,869.47,960.44,False,False,False,False,2017,3,1,Thursday,investing_bdi_csv,freight_index,daily
2017-03-17,1196.0,1196.0,1196.0,1196.0,0.0,2.05,2.0478,1125.14,884.27,964.3,False,False,False,False,2017,3,1,Friday,investing_bdi_csv,freight_index,daily
2017-03-20,1205.0,1205.0,1205.0,1205.0,0.0,0.75,0.7525,1145.29,899.93,968.19,False,False,False,False,2017,3,1,Monday,investing_bdi_csv,freight_index,daily
2017-03-21,1200.0,1200.0,1200.0,1200.0,0.0,-0.41,-0.4149,1161.57,916.13,971.86,False,False,False,False,2017,3,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-03-22,1190.0,1190.0,1190.0,1190.0,0.0,-0.83,-0.8333,1174.57,932.4,974.96,False,False,False,False,2017,3,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-03-23,1196.0,1196.0,1196.0,1196.0,0.0,0.5,0.5042,1186.57,948.7,977.64,False,False,False,False,2017,3,1,Thursday,investing_bdi_csv,freight_index,daily
2017-03-24,1240.0,1240.0,1240.0,1240.0,0.0,3.68,3.6789,1199.86,966.63,980.6,False,False,False,False,2017,3,1,Friday,investing_bdi_csv,freight_index,daily
2017-03-27,1282.0,1282.0,1282.0,1282.0,0.0,3.39,3.3871,1215.57,986.43,983.23,False,False,False,False,2017,3,1,Monday,investing_bdi_csv,freight_index,daily
2017-03-28,1333.0,1333.0,1333.0,1333.0,0.0,3.98,3.9782,1235.14,1008.03,986.21,False,False,False,False,2017,3,1,Tuesday,investing_bdi_csv,freight_index,daily
2017-03-29,1338.0,1338.0,1338.0,1338.0,0.0,0.38,0.3751,1254.14,1029.7,989.03,False,False,False,False,2017,3,1,Wednesday,investing_bdi_csv,freight_index,daily
2017-03-30,1324.0,1324.0,1324.0,1324.0,0.0,-1.05,-1.0463,1271.86,1050.17,991.02,False,False,False,False,2017,3,1,Thursday,investing_bdi_csv,freight_index,daily
2017-03-31,1297.0,1297.0,1297.0,1297.0,0.0,-2.04,-2.0393,1287.14,1068.7,991.76,False,False,False,False,2017,3,1,Friday,investing_bdi_csv,freight_index,daily
2017-04-03,1282.0,1282.0,1282.0,1282.0,0.0,-1.16,-1.1565,1299.43,1086.2,992.03,False,False,False,False,2017,4,2,Monday,investing_bdi_csv,freight_index,daily
2017-04-04,1255.0,1255.0,1255.0,1255.0,0.0,-2.11,-2.1061,1301.57,1102.1,992.2,False,False,False,False,2017,4,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-04-05,1223.0,1223.0,1223.0,1223.0,0.0,-2.55,-2.5498,1293.14,1116.0,992.1,False,False,False,False,2017,4,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-04-06,1215.0,1215.0,1215.0,1215.0,0.0,-0.65,-0.6541,1276.29,1127.97,992.0,False,False,False,False,2017,4,2,Thursday,investing_bdi_csv,freight_index,daily
2017-04-07,1223.0,1223.0,1223.0,1223.0,0.0,0.66,0.6584,1259.86,1139.57,992.24,False,False,False,False,2017,4,2,Friday,investing_bdi_csv,freight_index,daily
2017-04-10,1231.0,1231.0,1231.0,1231.0,0.0,0.65,0.6541,1246.57,1151.33,992.8,False,False,False,False,2017,4,2,Monday,investing_bdi_csv,freight_index,daily
2017-04-11,1262.0,1262.0,1262.0,1262.0,0.0,2.52,2.5183,1241.57,1164.77,993.67,False,False,False,False,2017,4,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-04-12,1282.0,1282.0,1282.0,1282.0,0.0,1.58,1.5848,1241.57,1178.47,994.56,False,False,False,False,2017,4,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-04-13,1296.0,1296.0,1296.0,1296.0,0.0,1.09,1.092,1247.43,1191.53,995.58,False,False,False,False,2017,4,2,Thursday,investing_bdi_csv,freight_index,daily
2017-04-18,1294.0,1294.0,1294.0,1294.0,0.0,-0.15,-0.1543,1257.57,1203.37,996.67,False,False,False,False,2017,4,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-04-19,1278.0,1278.0,1278.0,1278.0,0.0,-1.24,-1.2365,1266.57,1213.33,997.56,False,False,False,False,2017,4,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-04-20,1243.0,1243.0,1243.0,1243.0,0.0,-2.74,-2.7387,1269.43,1220.33,998.08,False,False,False,False,2017,4,2,Thursday,investing_bdi_csv,freight_index,daily
2017-04-21,1195.0,1195.0,1195.0,1195.0,0.0,-3.86,-3.8616,1264.29,1225.33,998.18,False,False,False,False,2017,4,2,Friday,investing_bdi_csv,freight_index,daily
2017-04-24,1170.0,1170.0,1170.0,1170.0,0.0,-2.09,-2.0921,1251.14,1228.87,998.27,False,False,False,False,2017,4,2,Monday,investing_bdi_csv,freight_index,daily
2017-04-25,1154.0,1154.0,1154.0,1154.0,0.0,-1.37,-1.3675,1232.86,1231.13,998.62,False,False,False,False,2017,4,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-04-26,1147.0,1147.0,1147.0,1147.0,0.0,-0.61,-0.6066,1211.57,1232.73,999.26,False,False,False,False,2017,4,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-04-27,1134.0,1134.0,1134.0,1134.0,0.0,-1.13,-1.1334,1188.71,1233.47,999.98,False,False,False,False,2017,4,2,Thursday,investing_bdi_csv,freight_index,daily
2017-04-28,1109.0,1109.0,1109.0,1109.0,0.0,-2.2,-2.2046,1164.57,1232.2,1000.61,False,False,False,False,2017,4,2,Friday,investing_bdi_csv,freight_index,daily
2017-05-02,1073.0,1073.0,1073.0,1073.0,0.0,-3.25,-3.2462,1140.29,1228.9,1001.39,False,False,False,False,2017,5,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-05-03,1034.0,1034.0,1034.0,1034.0,0.0,-3.63,-3.6347,1117.29,1223.5,1002.14,False,False,False,False,2017,5,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-05-04,1004.0,1004.0,1004.0,1004.0,0.0,-2.9,-2.9014,1093.57,1216.8,1002.79,False,False,False,False,2017,5,2,Thursday,investing_bdi_csv,freight_index,daily
2017-05-05,994.0,994.0,994.0,994.0,0.0,-1.0,-0.996,1070.71,1209.93,1003.53,False,False,False,False,2017,5,2,Friday,investing_bdi_csv,freight_index,daily
2017-05-08,1001.0,1001.0,1001.0,1001.0,0.0,0.7,0.7042,1049.86,1203.63,1004.5,False,False,False,False,2017,5,2,Monday,investing_bdi_csv,freight_index,daily
2017-05-09,1007.0,1007.0,1007.0,1007.0,0.0,0.6,0.5994,1031.71,1197.33,1005.4,False,False,False,False,2017,5,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-05-10,1005.0,1005.0,1005.0,1005.0,0.0,-0.2,-0.1986,1016.86,1189.5,1006.26,False,False,False,False,2017,5,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-05-11,1012.0,1012.0,1012.0,1012.0,0.0,0.7,0.6965,1008.14,1180.5,1006.82,False,False,False,False,2017,5,2,Thursday,investing_bdi_csv,freight_index,daily
2017-05-12,1014.0,1014.0,1014.0,1014.0,0.0,0.2,0.1976,1005.29,1169.87,1007.5,False,False,False,False,2017,5,2,Friday,investing_bdi_csv,freight_index,daily
2017-05-15,994.0,994.0,994.0,994.0,0.0,-1.97,-1.9724,1003.86,1158.4,1007.78,False,False,False,False,2017,5,2,Monday,investing_bdi_csv,freight_index,daily
2017-05-16,980.0,980.0,980.0,980.0,0.0,-1.41,-1.4085,1001.86,1146.93,1007.74,False,False,False,False,2017,5,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-05-17,960.0,960.0,960.0,960.0,0.0,-2.04,-2.0408,996.0,1135.7,1007.71,False,False,False,False,2017,5,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-05-18,957.0,957.0,957.0,957.0,0.0,-0.31,-0.3125,988.86,1124.87,1007.8,False,False,False,False,2017,5,2,Thursday,investing_bdi_csv,freight_index,daily
2017-05-19,956.0,956.0,956.0,956.0,0.0,-0.1,-0.1045,981.86,1114.9,1008.13,False,False,False,False,2017,5,2,Friday,investing_bdi_csv,freight_index,daily
2017-05-22,954.0,954.0,954.0,954.0,0.0,-0.21,-0.2092,973.57,1105.93,1008.8,False,False,False,False,2017,5,2,Monday,investing_bdi_csv,freight_index,daily
2017-05-23,949.0,949.0,949.0,949.0,0.0,-0.52,-0.5241,964.29,1097.07,1009.43,False,False,False,False,2017,5,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-05-24,934.0,934.0,934.0,934.0,0.0,-1.58,-1.5806,955.71,1087.43,1009.7,False,False,False,False,2017,5,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-05-25,918.0,918.0,918.0,918.0,0.0,-1.71,-1.7131,946.86,1077.0,1009.62,False,False,False,False,2017,5,2,Thursday,investing_bdi_csv,freight_index,daily
2017-05-26,912.0,912.0,912.0,912.0,0.0,-0.65,-0.6536,940.0,1065.33,1009.51,False,False,False,False,2017,5,2,Friday,investing_bdi_csv,freight_index,daily
2017-05-30,900.0,900.0,900.0,900.0,0.0,-1.32,-1.3158,931.86,1052.6,1008.93,False,False,False,False,2017,5,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-05-31,878.0,878.0,878.0,878.0,0.0,-2.44,-2.4444,920.71,1038.67,1008.22,False,False,False,False,2017,5,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-06-01,850.0,850.0,850.0,850.0,0.0,-3.19,-3.1891,905.86,1023.87,1007.39,False,False,False,False,2017,6,2,Thursday,investing_bdi_csv,freight_index,daily
2017-06-02,830.0,830.0,830.0,830.0,0.0,-2.35,-2.3529,888.86,1008.93,1006.46,False,False,False,False,2017,6,2,Friday,investing_bdi_csv,freight_index,daily
2017-06-05,821.0,821.0,821.0,821.0,0.0,-1.08,-1.0843,872.71,994.87,1005.73,False,False,False,False,2017,6,2,Monday,investing_bdi_csv,freight_index,daily
2017-06-06,818.0,818.0,818.0,818.0,0.0,-0.37,-0.3654,858.43,982.3,1005.24,False,False,False,False,2017,6,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-06-07,821.0,821.0,821.0,821.0,0.0,0.37,0.3667,845.43,970.67,1005.03,False,False,False,False,2017,6,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-06-08,824.0,824.0,824.0,824.0,0.0,0.37,0.3654,834.57,959.67,1005.0,False,False,False,False,2017,6,2,Thursday,investing_bdi_csv,freight_index,daily
2017-06-09,849.0,849.0,849.0,849.0,0.0,3.03,3.034,830.43,949.73,1005.37,False,False,False,False,2017,6,2,Friday,investing_bdi_csv,freight_index,daily
2017-06-12,870.0,870.0,870.0,870.0,0.0,2.47,2.4735,833.29,940.93,1006.14,False,False,False,False,2017,6,2,Monday,investing_bdi_csv,freight_index,daily
2017-06-13,870.0,870.0,870.0,870.0,0.0,0.0,0.0,839.0,932.97,1007.08,False,False,False,False,2017,6,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-06-14,865.0,865.0,865.0,865.0,0.0,-0.57,-0.5747,845.29,926.03,1008.13,False,False,False,False,2017,6,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-06-15,855.0,855.0,855.0,855.0,0.0,-1.16,-1.1561,850.57,920.07,1009.28,False,False,False,False,2017,6,2,Thursday,investing_bdi_csv,freight_index,daily
2017-06-16,851.0,851.0,851.0,851.0,0.0,-0.47,-0.4678,854.86,914.97,1010.57,False,False,False,False,2017,6,2,Friday,investing_bdi_csv,freight_index,daily
2017-06-19,848.0,848.0,848.0,848.0,0.0,-0.35,-0.3525,858.29,910.1,1012.06,False,False,False,False,2017,6,2,Monday,investing_bdi_csv,freight_index,daily
2017-06-20,847.0,847.0,847.0,847.0,0.0,-0.12,-0.1179,858.0,904.97,1013.67,False,False,False,False,2017,6,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-06-21,844.0,844.0,844.0,844.0,0.0,-0.35,-0.3542,854.29,899.53,1015.19,False,False,False,False,2017,6,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-06-22,855.0,855.0,855.0,855.0,0.0,1.3,1.3033,852.14,894.53,1016.89,False,False,False,False,2017,6,2,Thursday,investing_bdi_csv,freight_index,daily
2017-06-23,870.0,870.0,870.0,870.0,0.0,1.75,1.7544,852.86,889.8,1018.91,False,False,False,False,2017,6,2,Friday,investing_bdi_csv,freight_index,daily
2017-06-26,884.0,884.0,884.0,884.0,0.0,1.61,1.6092,857.0,885.47,1021.12,False,False,False,False,2017,6,2,Monday,investing_bdi_csv,freight_index,daily
2017-06-27,903.0,903.0,903.0,903.0,0.0,2.15,2.1493,864.43,882.43,1023.51,False,False,False,False,2017,6,2,Tuesday,investing_bdi_csv,freight_index,daily
2017-06-28,929.0,929.0,929.0,929.0,0.0,2.88,2.8793,876.0,880.73,1025.94,False,False,False,False,2017,6,2,Wednesday,investing_bdi_csv,freight_index,daily
2017-06-29,920.0,920.0,920.0,920.0,0.0,-0.97,-0.9688,886.43,879.4,1027.93,False,False,False,False,2017,6,2,Thursday,investing_bdi_csv,freight_index,daily
2017-06-30,901.0,901.0,901.0,901.0,0.0,-2.07,-2.0652,894.57,877.53,1029.53,False,False,False,False,2017,6,2,Friday,investing_bdi_csv,freight_index,daily
2017-07-03,882.0,882.0,882.0,882.0,0.0,-2.11,-2.1088,898.43,875.07,1030.69,False,False,False,False,2017,7,3,Monday,investing_bdi_csv,freight_index,daily
2017-07-04,871.0,871.0,871.0,871.0,0.0,-1.25,-1.2472,898.57,872.3,1031.41,False,False,False,False,2017,7,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-07-05,847.0,847.0,847.0,847.0,0.0,-2.76,-2.7555,893.29,868.9,1031.31,False,False,False,False,2017,7,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-07-06,829.0,829.0,829.0,829.0,0.0,-2.13,-2.1251,882.71,865.4,1030.8,False,False,False,False,2017,7,3,Thursday,investing_bdi_csv,freight_index,daily
2017-07-07,822.0,822.0,822.0,822.0,0.0,-0.84,-0.8444,867.43,862.2,1030.18,False,False,False,False,2017,7,3,Friday,investing_bdi_csv,freight_index,daily
2017-07-10,820.0,820.0,820.0,820.0,0.0,-0.24,-0.2433,853.14,859.13,1029.74,False,False,False,False,2017,7,3,Monday,investing_bdi_csv,freight_index,daily
2017-07-11,830.0,830.0,830.0,830.0,0.0,1.22,1.2195,843.0,856.8,1029.29,False,False,False,False,2017,7,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-07-12,859.0,859.0,859.0,859.0,0.0,3.49,3.494,839.71,856.17,1028.79,False,False,False,False,2017,7,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-07-13,888.0,888.0,888.0,888.0,0.0,3.38,3.376,842.14,857.43,1028.22,False,False,False,False,2017,7,3,Thursday,investing_bdi_csv,freight_index,daily
2017-07-14,900.0,900.0,900.0,900.0,0.0,1.35,1.3514,849.71,859.77,1027.34,False,False,False,False,2017,7,3,Friday,investing_bdi_csv,freight_index,daily
2017-07-17,912.0,912.0,912.0,912.0,0.0,1.33,1.3333,861.57,862.8,1026.0,False,False,False,False,2017,7,3,Monday,investing_bdi_csv,freight_index,daily
2017-07-18,932.0,932.0,932.0,932.0,0.0,2.19,2.193,877.29,866.6,1024.74,False,False,False,False,2017,7,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-07-19,948.0,948.0,948.0,948.0,0.0,1.72,1.7167,895.57,870.83,1023.46,False,False,False,False,2017,7,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-07-20,964.0,964.0,964.0,964.0,0.0,1.69,1.6878,914.71,875.5,1022.1,False,False,False,False,2017,7,3,Thursday,investing_bdi_csv,freight_index,daily
2017-07-21,977.0,977.0,977.0,977.0,0.0,1.35,1.3485,931.57,879.77,1020.74,False,False,False,False,2017,7,3,Friday,investing_bdi_csv,freight_index,daily
2017-07-24,977.0,977.0,977.0,977.0,0.0,0.0,0.0,944.29,883.33,1019.24,False,False,False,False,2017,7,3,Monday,investing_bdi_csv,freight_index,daily
2017-07-25,980.0,980.0,980.0,980.0,0.0,0.31,0.3071,955.71,887.0,1017.39,False,False,False,False,2017,7,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-07-26,968.0,968.0,968.0,968.0,0.0,-1.22,-1.2245,963.71,890.43,1015.12,False,False,False,False,2017,7,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-07-27,942.0,942.0,942.0,942.0,0.0,-2.69,-2.686,965.14,893.33,1012.3,False,False,False,False,2017,7,3,Thursday,investing_bdi_csv,freight_index,daily
2017-07-28,933.0,933.0,933.0,933.0,0.0,-0.96,-0.9554,963.0,896.07,1009.28,False,False,False,False,2017,7,3,Friday,investing_bdi_csv,freight_index,daily
2017-07-31,946.0,946.0,946.0,946.0,0.0,1.39,1.3934,960.43,899.33,1006.46,False,False,False,False,2017,7,3,Monday,investing_bdi_csv,freight_index,daily
2017-08-01,965.0,965.0,965.0,965.0,0.0,2.01,2.0085,958.71,903.27,1003.96,False,False,False,False,2017,8,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-08-02,993.0,993.0,993.0,993.0,0.0,2.9,2.9016,961.0,908.23,1001.7,False,False,False,False,2017,8,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-08-03,1023.0,1023.0,1023.0,1023.0,0.0,3.02,3.0211,967.14,913.83,999.29,False,False,False,False,2017,8,3,Thursday,investing_bdi_csv,freight_index,daily
2017-08-04,1032.0,1032.0,1032.0,1032.0,0.0,0.88,0.8798,976.29,919.23,996.51,False,False,False,False,2017,8,3,Friday,investing_bdi_csv,freight_index,daily
2017-08-07,1036.0,1036.0,1036.0,1036.0,0.0,0.39,0.3876,989.71,924.3,993.21,False,False,False,False,2017,8,3,Monday,investing_bdi_csv,freight_index,daily
2017-08-08,1038.0,1038.0,1038.0,1038.0,0.0,0.19,0.1931,1004.71,928.8,989.88,False,False,False,False,2017,8,3,Tuesday,investing_bdi_csv,freight_index,daily
2017-08-09,1050.0,1050.0,1050.0,1050.0,0.0,1.16,1.1561,1019.57,932.83,986.83,False,False,False,False,2017,8,3,Wednesday,investing_bdi_csv,freight_index,daily
2017-08-10,1092.0,1092.0,1092.0,1092.0,0.0,4.0,4.0,1037.71,938.57,984.56,False,False,False,False,2017,8,3,Thursday,investing_bdi_csv,freight_index,daily
