year,period,reporter_code,reporter_iso,reporter_country,flow_code,flow_direction,partner_code,partner_iso,partner_country,hs_code,commodity,aggregation_level,is_leaf,transport_mode_code,transport_mode,qty_unit_code,quantity,qty_estimated,net_weight_kg,weight_estimated,cif_value_usd,fob_value_usd,trade_value_usd,is_outlier,trade_balance_usd,decade,source,data_type,granularity,trade_value_trillion,yoy_growth_pct
2015,2015,84,BLZ,Belize,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,3341.0,,3341.0,False,-3341.0,2010,un_comtrade,trade_flow,annual,0.0,-99.96
2015,2015,90,SLB,Solomon Isds,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,1804.0,,1804.0,False,2697378.0,2010,un_comtrade,trade_flow,annual,0.0,-100.0
2015,2015,90,SLB,Solomon Isds,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,2699182.0,2699182.0,False,2697378.0,2010,un_comtrade,trade_flow,annual,0.0,13172.92
2015,2015,96,BRN,Brunei Darussalam,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,546644.0,,546644.0,False,-499514.0,2010,un_comtrade,trade_flow,annual,0.0,-98.26
2015,2015,96,BRN,Brunei Darussalam,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,47130.0,47130.0,False,-499514.0,2010,un_comtrade,trade_flow,annual,0.0,790.25
2015,2015,100,BGR,Bulgaria,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,1538150700.0,,1538150700.0,False,-1004102582.0,2010,un_comtrade,trade_flow,annual,0.0015,1900.34
2015,2015,100,BGR,Bulgaria,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,534048118.0,534048118.0,False,-1004102582.0,2010,un_comtrade,trade_flow,annual,0.0005,-45.14
2015,2015,104,MMR,Myanmar,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,2422195.91,,2422195.91,False,20371967.64,2010,un_comtrade,trade_flow,annual,0.0,-89.44
2015,2015,104,MMR,Myanmar,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,True,,22794163.546,22794163.55,False,20371967.64,2010,un_comtrade,trade_flow,annual,0.0,-97.62
2015,2015,108,BDI,Burundi,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,1361074.0,1361074.0,False,1361074.0,2010,un_comtrade,trade_flow,annual,0.0,8344.43
2015,2015,112,BLR,Belarus,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,9475600.0,,9475600.0,False,-6836400.0,2010,un_comtrade,trade_flow,annual,0.0,-86.25
2015,2015,112,BLR,Belarus,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,2639200.0,2639200.0,False,-6836400.0,2010,un_comtrade,trade_flow,annual,0.0,-64.0
2015,2015,116,KHM,Cambodia,M,Import,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,16530.0,,16530.0,False,13301.0,2010,un_comtrade,trade_flow,annual,0.0,-99.92
2015,2015,116,KHM,Cambodia,X,Export,0,W00,World,26,"Ores, slag and ash",2,False,0,TOTAL MOT,-1,0.0,False,0.0,False,,29831.0,29831.0,False,13301.0,2010,un_comtrade,trade_flow,annual,0.0,-99.99
